resource_key,pipeline_status,recommended_pool,review_reason_codes,render_status,render_image_path,tagger_status,tagger_policy_tag_scores_json,review_queue_kind
bangdream_001_live_event_168_ssr,classified,soft_review,"[""cleavage"", ""garter_straps"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_001_live_event_168_ssr.png,completed,"{""1girl"": 0.997629, ""2girls"": 0.000245, ""animal"": 3.5e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.17314, ""bikini"": 0.000149, ""bird"": 2.6e-05, ""cleavage"": 0.869901, ""corset"": 0.000428, ""crop_top"": 0.000279, ""dog"": 1.5e-05, ""faceless"": 1.3e-05, ""food_focus"": 0.0, ""garter_straps"": 0.872168, ""helmet"": 1.4e-05, ""lingerie"": 7e-06, ""looking_at_viewer"": 0.840534, ""mask"": 6.8e-05, ""midriff"": 0.000722, ""multiple_girls"": 0.000417, ""navel"": 0.001342, ""no_humans"": 4e-06, ""onsen"": 0.0, ""panties"": 0.000431, ""penguin"": 0.0, ""school_swimsuit"": 6e-06, ""solo"": 0.976376, ""swimsuit"": 0.000284, ""thighhighs"": 0.803131, ""underwear"": 0.001073}",visual_review
bangdream_001_live_event_217_ur,classified,soft_review,"[""garter_straps"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_001_live_event_217_ur.png,completed,"{""1girl"": 0.997864, ""2girls"": 0.000335, ""animal"": 2.6e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.002074, ""bikini"": 1.7e-05, ""bird"": 9.2e-05, ""cleavage"": 0.000413, ""corset"": 0.000602, ""crop_top"": 0.000194, ""dog"": 3e-06, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 0.639633, ""helmet"": 5.4e-05, ""lingerie"": 1.4e-05, ""looking_at_viewer"": 0.922778, ""mask"": 5.5e-05, ""midriff"": 0.000203, ""multiple_girls"": 0.000391, ""navel"": 0.00057, ""no_humans"": 1e-05, ""onsen"": 0.0, ""panties"": 0.000222, ""penguin"": 0.0, ""school_swimsuit"": 1.2e-05, ""solo"": 0.976138, ""swimsuit"": 4.4e-05, ""thighhighs"": 0.971826, ""underwear"": 0.000522}",visual_review
bangdream_001_live_event_233_r,classified,soft_review,"[""crop_top"", ""midriff"", ""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_001_live_event_233_r.png,completed,"{""1girl"": 0.998505, ""2girls"": 8.8e-05, ""animal"": 2.6e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.328046, ""bikini"": 0.000147, ""bird"": 3.9e-05, ""cleavage"": 0.007478, ""corset"": 0.000312, ""crop_top"": 0.668521, ""dog"": 2.8e-05, ""faceless"": 5e-06, ""food_focus"": 0.0, ""garter_straps"": 0.000932, ""helmet"": 1.9e-05, ""lingerie"": 9e-06, ""looking_at_viewer"": 0.861204, ""mask"": 5.5e-05, ""midriff"": 0.906835, ""multiple_girls"": 0.000137, ""navel"": 0.84369, ""no_humans"": 7e-06, ""onsen"": 0.0, ""panties"": 0.000424, ""penguin"": 1e-06, ""school_swimsuit"": 1.1e-05, ""solo"": 0.978862, ""swimsuit"": 0.000317, ""thighhighs"": 0.005219, ""underwear"": 0.000824}",visual_review
bangdream_001_live_event_254_ssr,classified,soft_review,"[""cleavage"", ""garter_straps"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_001_live_event_254_ssr.png,completed,"{""1girl"": 0.998768, ""2girls"": 0.000152, ""animal"": 1.3e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.524475, ""bikini"": 0.00011, ""bird"": 1.2e-05, ""cleavage"": 0.896601, ""corset"": 0.000102, ""crop_top"": 2.6e-05, ""dog"": 9e-06, ""faceless"": 6e-06, ""food_focus"": 0.0, ""garter_straps"": 0.882613, ""helmet"": 8e-06, ""lingerie"": 2.3e-05, ""looking_at_viewer"": 0.968521, ""mask"": 0.000141, ""midriff"": 0.000137, ""multiple_girls"": 0.000195, ""navel"": 0.000982, ""no_humans"": 5e-06, ""onsen"": 0.0, ""panties"": 0.00046, ""penguin"": 0.0, ""school_swimsuit"": 2e-06, ""solo"": 0.985396, ""swimsuit"": 0.000237, ""thighhighs"": 0.003597, ""underwear"": 0.001101}",visual_review
bangdream_001_live_event_270_ur,classified,soft_review,"[""garter_straps"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_001_live_event_270_ur.png,completed,"{""1girl"": 0.996986, ""2girls"": 0.000307, ""animal"": 6.3e-05, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.645474, ""bikini"": 0.000135, ""bird"": 3.9e-05, ""cleavage"": 0.002179, ""corset"": 0.096722, ""crop_top"": 0.000268, ""dog"": 3.3e-05, ""faceless"": 9e-06, ""food_focus"": 0.0, ""garter_straps"": 0.885126, ""helmet"": 4.5e-05, ""lingerie"": 2.8e-05, ""looking_at_viewer"": 0.934735, ""mask"": 0.000126, ""midriff"": 0.000244, ""multiple_girls"": 0.000392, ""navel"": 0.000991, ""no_humans"": 7e-06, ""onsen"": 0.0, ""panties"": 0.000207, ""penguin"": 2e-06, ""school_swimsuit"": 2.4e-05, ""solo"": 0.948584, ""swimsuit"": 0.000318, ""thighhighs"": 0.415404, ""underwear"": 0.000788}",visual_review
bangdream_001_live_event_61_sr,classified,soft_review,"[""midriff"", ""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_001_live_event_61_sr.png,completed,"{""1girl"": 0.996737, ""2girls"": 0.000345, ""animal"": 0.000132, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.032671, ""bikini"": 0.000358, ""bird"": 0.000106, ""cleavage"": 0.019439, ""corset"": 8.2e-05, ""crop_top"": 0.218302, ""dog"": 3.1e-05, ""faceless"": 1.1e-05, ""food_focus"": 0.0, ""garter_straps"": 0.000422, ""helmet"": 1.8e-05, ""lingerie"": 1.7e-05, ""looking_at_viewer"": 0.891359, ""mask"": 0.000126, ""midriff"": 0.712818, ""multiple_girls"": 0.000387, ""navel"": 0.915411, ""no_humans"": 1.3e-05, ""onsen"": 0.0, ""panties"": 0.000299, ""penguin"": 2e-06, ""school_swimsuit"": 2.3e-05, ""solo"": 0.910622, ""swimsuit"": 0.000665, ""thighhighs"": 0.005053, ""underwear"": 0.001366}",visual_review
bangdream_001_live_event_92_sr,classified,soft_review,"[""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_001_live_event_92_sr.png,completed,"{""1girl"": 0.997964, ""2girls"": 0.000209, ""animal"": 7.3e-05, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.334924, ""bikini"": 0.000278, ""bird"": 6e-05, ""cleavage"": 0.039845, ""corset"": 0.000176, ""crop_top"": 0.000719, ""dog"": 1.4e-05, ""faceless"": 1.8e-05, ""food_focus"": 1e-06, ""garter_straps"": 0.000713, ""helmet"": 3e-05, ""lingerie"": 1.6e-05, ""looking_at_viewer"": 0.843085, ""mask"": 0.000124, ""midriff"": 0.185585, ""multiple_girls"": 0.000192, ""navel"": 0.818531, ""no_humans"": 2e-05, ""onsen"": 0.0, ""panties"": 0.000331, ""penguin"": 0.0, ""school_swimsuit"": 5e-06, ""solo"": 0.966108, ""swimsuit"": 0.000503, ""thighhighs"": 0.862227, ""underwear"": 0.002306}",visual_review
bangdream_001_live_sr_01,classified,soft_review,"[""crop_top"", ""midriff"", ""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_001_live_sr_01.png,completed,"{""1girl"": 0.998622, ""2girls"": 0.000144, ""animal"": 2.9e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.550134, ""bikini"": 0.000521, ""bird"": 1.4e-05, ""cleavage"": 0.425245, ""corset"": 1.1e-05, ""crop_top"": 0.870565, ""dog"": 3e-06, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 0.000257, ""helmet"": 2e-05, ""lingerie"": 6e-06, ""looking_at_viewer"": 0.942114, ""mask"": 0.000235, ""midriff"": 0.947848, ""multiple_girls"": 0.000233, ""navel"": 0.979258, ""no_humans"": 9e-06, ""onsen"": 0.0, ""panties"": 0.000591, ""penguin"": 0.0, ""school_swimsuit"": 6e-06, ""solo"": 0.97872, ""swimsuit"": 0.000945, ""thighhighs"": 0.948557, ""underwear"": 0.00267}",visual_review
bangdream_001_miku_romecin,classified,soft_review,"[""garter_straps"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_001_miku_romecin.png,completed,"{""1girl"": 0.997181, ""2girls"": 0.000396, ""animal"": 1.3e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.517669, ""bikini"": 0.000136, ""bird"": 4.2e-05, ""cleavage"": 0.065202, ""corset"": 0.136348, ""crop_top"": 0.000332, ""dog"": 3e-06, ""faceless"": 1.2e-05, ""food_focus"": 0.0, ""garter_straps"": 0.911429, ""helmet"": 4.4e-05, ""lingerie"": 0.000992, ""looking_at_viewer"": 0.802848, ""mask"": 0.000188, ""midriff"": 0.0013, ""multiple_girls"": 0.000397, ""navel"": 0.003367, ""no_humans"": 8e-06, ""onsen"": 0.0, ""panties"": 0.000543, ""penguin"": 0.0, ""school_swimsuit"": 3e-06, ""solo"": 0.946953, ""swimsuit"": 0.000237, ""thighhighs"": 0.945133, ""underwear"": 0.062553}",visual_review
bangdream_001_popipa_fes,classified,soft_review,"[""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_001_popipa_fes.png,completed,"{""1girl"": 0.998446, ""2girls"": 0.000177, ""animal"": 7.3e-05, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.001991, ""bikini"": 0.000337, ""bird"": 4.8e-05, ""cleavage"": 0.002703, ""corset"": 7e-06, ""crop_top"": 0.012344, ""dog"": 1e-05, ""faceless"": 8e-06, ""food_focus"": 0.0, ""garter_straps"": 0.000617, ""helmet"": 5.6e-05, ""lingerie"": 1.6e-05, ""looking_at_viewer"": 0.922268, ""mask"": 7.1e-05, ""midriff"": 0.27853, ""multiple_girls"": 0.000233, ""navel"": 0.856385, ""no_humans"": 1e-05, ""onsen"": 0.0, ""panties"": 0.000513, ""penguin"": 1e-06, ""school_swimsuit"": 5e-06, ""solo"": 0.987944, ""swimsuit"": 0.000545, ""thighhighs"": 0.984689, ""underwear"": 0.001494}",visual_review
bangdream_002_2018_dog,classified,soft_review,"[""qualification_review"", ""variant_keyword:dog""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_002_2018_dog.png,completed,"{""1girl"": 0.998243, ""2girls"": 9.1e-05, ""animal"": 5.3e-05, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.00038, ""bikini"": 4.5e-05, ""bird"": 6.7e-05, ""cleavage"": 0.001199, ""corset"": 1.2e-05, ""crop_top"": 3.7e-05, ""dog"": 0.000267, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 9e-06, ""helmet"": 2.5e-05, ""lingerie"": 3e-06, ""looking_at_viewer"": 0.93114, ""mask"": 2.6e-05, ""midriff"": 2.3e-05, ""multiple_girls"": 0.000182, ""navel"": 0.000391, ""no_humans"": 5e-06, ""onsen"": 0.0, ""panties"": 0.000124, ""penguin"": 1e-06, ""school_swimsuit"": 1e-06, ""solo"": 0.989749, ""swimsuit"": 6.1e-05, ""thighhighs"": 0.001077, ""underwear"": 0.000256}",visual_review
bangdream_002_delta,classified,soft_review,"[""crop_top"", ""midriff"", ""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_002_delta.png,completed,"{""1girl"": 0.997852, ""2girls"": 0.000148, ""animal"": 2e-05, ""animal_focus"": 4e-06, ""bare_shoulders"": 0.689033, ""bikini"": 0.000168, ""bird"": 3.4e-05, ""cleavage"": 0.001989, ""corset"": 0.003458, ""crop_top"": 0.661891, ""dog"": 1.1e-05, ""faceless"": 1e-05, ""food_focus"": 0.0, ""garter_straps"": 0.000246, ""helmet"": 2e-05, ""lingerie"": 1.2e-05, ""looking_at_viewer"": 0.89738, ""mask"": 6.4e-05, ""midriff"": 0.713809, ""multiple_girls"": 0.000227, ""navel"": 0.944148, ""no_humans"": 2e-05, ""onsen"": 0.0, ""panties"": 0.002093, ""penguin"": 0.0, ""school_swimsuit"": 2e-06, ""solo"": 0.968148, ""swimsuit"": 0.000313, ""thighhighs"": 0.974652, ""underwear"": 0.002211}",visual_review
bangdream_002_dream_festival,classified,soft_review,"[""garter_straps"", ""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_002_dream_festival.png,completed,"{""1girl"": 0.99814, ""2girls"": 0.000129, ""animal"": 3.1e-05, ""animal_focus"": 3e-06, ""bare_shoulders"": 0.260134, ""bikini"": 0.000274, ""bird"": 3.9e-05, ""cleavage"": 0.003278, ""corset"": 2.2e-05, ""crop_top"": 0.01605, ""dog"": 5e-06, ""faceless"": 5e-06, ""food_focus"": 0.0, ""garter_straps"": 0.59051, ""helmet"": 6.5e-05, ""lingerie"": 2.2e-05, ""looking_at_viewer"": 0.877751, ""mask"": 8.7e-05, ""midriff"": 0.338545, ""multiple_girls"": 0.000164, ""navel"": 0.745199, ""no_humans"": 1.3e-05, ""onsen"": 0.0, ""panties"": 0.001517, ""penguin"": 0.0, ""school_swimsuit"": 6e-06, ""solo"": 0.982028, ""swimsuit"": 0.000499, ""thighhighs"": 0.595652, ""underwear"": 0.003971}",visual_review
bangdream_002_dream_festival_2,classified,soft_review,"[""garter_straps"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_002_dream_festival_2.png,completed,"{""1girl"": 0.996377, ""2girls"": 0.000324, ""animal"": 6.3e-05, ""animal_focus"": 2e-06, ""bare_shoulders"": 0.014851, ""bikini"": 8.5e-05, ""bird"": 5.9e-05, ""cleavage"": 0.000821, ""corset"": 0.639537, ""crop_top"": 0.000243, ""dog"": 3e-06, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 0.8602, ""helmet"": 2.1e-05, ""lingerie"": 4.3e-05, ""looking_at_viewer"": 0.769027, ""mask"": 7.4e-05, ""midriff"": 0.000327, ""multiple_girls"": 0.000404, ""navel"": 0.001273, ""no_humans"": 9e-06, ""onsen"": 1e-06, ""panties"": 0.000326, ""penguin"": 1e-06, ""school_swimsuit"": 2e-06, ""solo"": 0.947007, ""swimsuit"": 0.000187, ""thighhighs"": 0.595087, ""underwear"": 0.001308}",visual_review
bangdream_002_dream_festival_4_ur,classified,soft_review,"[""midriff"", ""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_002_dream_festival_4_ur.png,completed,"{""1girl"": 0.997259, ""2girls"": 0.000102, ""animal"": 6.7e-05, ""animal_focus"": 2e-06, ""bare_shoulders"": 0.006448, ""bikini"": 0.000111, ""bird"": 1e-05, ""cleavage"": 0.002265, ""corset"": 0.000187, ""crop_top"": 0.480365, ""dog"": 1e-06, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 0.341677, ""helmet"": 1.9e-05, ""lingerie"": 0.000103, ""looking_at_viewer"": 0.961932, ""mask"": 2.5e-05, ""midriff"": 0.655201, ""multiple_girls"": 0.000148, ""navel"": 0.907686, ""no_humans"": 6e-06, ""onsen"": 0.0, ""panties"": 0.003159, ""penguin"": 0.0, ""school_swimsuit"": 0.0, ""solo"": 0.98827, ""swimsuit"": 8.6e-05, ""thighhighs"": 0.981045, ""underwear"": 0.048474}",visual_review
bangdream_002_live_event_160_r,classified,soft_review,"[""midriff"", ""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_002_live_event_160_r.png,completed,"{""1girl"": 0.998853, ""2girls"": 7.7e-05, ""animal"": 1.5e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.026492, ""bikini"": 0.342003, ""bird"": 5.7e-05, ""cleavage"": 0.008557, ""corset"": 6.6e-05, ""crop_top"": 0.338995, ""dog"": 1e-06, ""faceless"": 1e-06, ""food_focus"": 0.0, ""garter_straps"": 0.000238, ""helmet"": 1.1e-05, ""lingerie"": 8e-06, ""looking_at_viewer"": 0.94749, ""mask"": 9.5e-05, ""midriff"": 0.608187, ""multiple_girls"": 0.000108, ""navel"": 0.953275, ""no_humans"": 2e-06, ""onsen"": 0.0, ""panties"": 0.000466, ""penguin"": 0.0, ""school_swimsuit"": 3e-06, ""solo"": 0.984246, ""swimsuit"": 0.299787, ""thighhighs"": 0.001608, ""underwear"": 0.002977}",visual_review
